mass_msun,snr_full_window,ratio_true_at_t0,start_M,trials,strong_fraction_dBIC_gt_10,positive_fraction_dBIC_gt_0,median_delta_bic,p10_delta_bic,p90_delta_bic,median_ratio_rec
180.0,12.0,0.05,0.0,100,0.0,0.0,-11.507548388823277,-13.591563116519681,-4.278359450150882,0.10666654894359702
180.0,12.0,0.05,10.0,100,0.0,0.0,-11.445730870426337,-13.596085413358205,-4.365522141907125,0.11140845021761067
180.0,12.0,0.05,20.0,100,0.0,0.0,-11.299572384458195,-13.534234088683065,-4.098266428348175,0.11707811396736316
180.0,12.0,0.1,0.0,100,0.01,0.03,-8.222282488333298,-12.55067771952615,-1.8447975871992592,0.11954403445784453
180.0,12.0,0.1,10.0,100,0.0,0.04,-7.843899447930517,-12.378430635377025,-1.1271234785182658,0.12428397246985758
180.0,12.0,0.1,20.0,100,0.01,0.05,-7.675586281762521,-12.162246993621365,-0.6946109808347173,0.1261118806288414
180.0,12.0,0.2,0.0,100,0.06,0.47,-1.632484993043142,-10.67148437704757,7.305524349475311,0.20807391617312167
180.0,12.0,0.2,10.0,100,0.05,0.48,-1.3840177986654866,-10.466070474498371,7.942987376152709,0.21388651711786035
180.0,12.0,0.2,20.0,100,0.08,0.51,0.15491736283291792,-10.066695076279704,8.745945757160812,0.22251188126454217
180.0,12.0,0.3,0.0,100,0.31,0.74,4.633913445531262,-6.759044990423498,19.168178492227814,0.30833436950684514
180.0,12.0,0.3,10.0,100,0.33,0.77,5.031350628890153,-6.396502255149809,19.254795773038992,0.3150693099161898
180.0,12.0,0.3,20.0,100,0.38,0.8,5.87964631821487,-5.399236218806345,20.516181742194596,0.3225296899088225
180.0,20.0,0.0,0.0,100,0.0,0.0,-12.5616061869855,-13.869714189366268,-8.166243075448115,0.053376187505021945
180.0,20.0,0.0,10.0,100,0.0,0.0,-12.70279151740101,-13.905694531231866,-8.732446631220956,0.057725867399326544
180.0,20.0,0.0,20.0,100,0.0,0.0,-12.710701411770174,-13.918048825071673,-8.852906305686046,0.06065197148476401
180.0,20.0,0.02,0.0,100,0.0,0.0,-12.137877524953161,-13.765359476798175,-6.925925125121003,0.05788790879725984
180.0,20.0,0.02,10.0,100,0.0,0.0,-12.094635124301217,-13.756862376491475,-6.879235664319868,0.06033121940437363
180.0,20.0,0.02,20.0,100,0.0,0.0,-11.921037942898919,-13.699606519075262,-6.325219645083893,0.06385916872530076
180.0,20.0,0.05,0.0,100,0.0,0.0,-10.272166822698376,-13.295558036729745,-3.1332943393912983,0.07131831073064122
180.0,20.0,0.05,10.0,100,0.0,0.0,-10.071375860361626,-13.250452953680271,-2.861463016026409,0.07516507230589645
180.0,20.0,0.05,20.0,100,0.0,0.0,-9.615780159288961,-13.155702218179537,-2.055756825869825,0.07848345959074823
180.0,20.0,0.1,0.0,100,0.01,0.2,-4.584647903380142,-10.685001188394887,2.877866818672462,0.10242468811076972
180.0,20.0,0.1,10.0,100,0.0,0.21,-4.418780054930462,-10.531082162498126,3.4225507169308463,0.1066890355648176
180.0,20.0,0.1,20.0,100,0.02,0.23,-3.6526594671184586,-10.034241681614668,4.272272883856074,0.110353360249686
180.0,20.0,0.2,0.0,100,0.35,0.86,8.340490486281373,-2.774902207435412,24.302312976586655,0.19943940265236424
180.0,20.0,0.2,10.0,100,0.39,0.87,8.470955199744807,-2.745105208562422,25.361399645458206,0.20497127914636475
180.0,20.0,0.2,20.0,100,0.44,0.92,9.307668382690433,-1.615905316466163,26.44444855133405,0.20831154633313844
180.0,20.0,0.3,0.0,100,0.78,0.98,27.55048969589862,4.5124862014969045,55.74172388314644,0.29811631655216093
180.0,20.0,0.3,10.0,100,0.8,0.98,28.955139323520344,5.485012261348119,56.53944404867683,0.3033080061603109
180.0,20.0,0.3,20.0,100,0.82,0.99,30.594050286687573,6.028558199788722,59.554028022572635,0.30983147914909684
180.0,30.0,0.0,0.0,100,0.0,0.0,-12.841687912862085,-13.970019059045992,-9.374208934977977,0.03501224444932272
180.0,30.0,0.0,10.0,100,0.0,0.0,-13.126298824857551,-13.982290845149773,-10.377234229743613,0.03675073189993064
180.0,30.0,0.0,20.0,100,0.0,0.0,-12.967565343476633,-13.955861060296889,-9.818413456265641,0.038759010253951
180.0,30.0,0.02,0.0,100,0.0,0.0,-12.245092752821903,-13.827643282551836,-7.498130434275784,0.04084876350765232
180.0,30.0,0.02,10.0,100,0.0,0.0,-12.313702932632412,-13.84933652200458,-7.754991912887055,0.04183838740439416
180.0,30.0,0.02,20.0,100,0.0,0.0,-12.195199377562944,-13.809695642203487,-7.353341023515781,0.0445284972158276
180.0,30.0,0.05,0.0,100,0.0,0.0,-8.878741478904111,-13.06074621355145,-1.1251151318578622,0.05283693250434319
180.0,30.0,0.05,10.0,100,0.0,0.0,-8.704494070332266,-13.015939054254802,-0.8630743490608662,0.05567405012574468
180.0,30.0,0.05,20.0,100,0.0,0.01,-8.019133519198404,-12.727490631103204,-0.03412627260993633,0.05689949364701849
180.0,30.0,0.1,0.0,100,0.12,0.51,0.3506207662153851,-7.753044414172962,10.915025341997982,0.10162829097922756
180.0,30.0,0.1,10.0,100,0.13,0.5,-0.07549288603734627,-7.987768425350663,10.967066292467452,0.10592773982358104
180.0,30.0,0.1,20.0,100,0.16,0.54,0.8299889352461924,-7.742487607944366,12.417990553896254,0.11104637173749958
180.0,30.0,0.2,0.0,100,0.77,1.0,31.998651541506946,10.779562962329465,56.229941016685515,0.20186885645372025
180.0,30.0,0.2,10.0,100,0.77,0.98,28.885734966402167,9.693605622222187,52.91781749857834,0.20535693825441322
180.0,30.0,0.2,20.0,100,0.76,0.98,27.36431048366649,9.467349199127634,51.52237674716007,0.2103576459417598
180.0,30.0,0.3,0.0,100,0.99,1.0,78.83590825457602,45.29210666465159,114.64800485360978,0.3018035126707083
180.0,30.0,0.3,10.0,100,0.99,1.0,72.56660574678183,43.28217583668711,105.66871402366137,0.3061567346945759
180.0,30.0,0.3,20.0,100,0.99,1.0,70.07263696477619,42.04775751179752,100.83401800119656,0.31116556282179437
180.0,40.0,0.0,0.0,100,0.0,0.0,-12.894081439140534,-13.960969670279045,-9.574444879871615,0.02583309347950158
180.0,40.0,0.0,10.0,100,0.0,0.0,-12.600016256123097,-13.902530794097256,-8.641614518860939,0.02782911545920736
180.0,40.0,0.0,20.0,100,0.0,0.0,-12.691565141551303,-13.925510179168841,-8.964437496265283,0.030720077199231113
180.0,40.0,0.02,0.0,100,0.0,0.0,-11.81939977838391,-13.706471302044477,-5.555223705363831,0.03254624784751847
180.0,40.0,0.02,10.0,100,0.0,0.0,-11.698211598095438,-13.659826915058002,-5.327487811229357,0.034869287118178586
180.0,40.0,0.02,20.0,100,0.0,0.0,-11.429230036514623,-13.595580367163737,-4.6473796166865675,0.03859689869395817
180.0,40.0,0.05,0.0,100,0.0,0.04,-6.724506222444881,-11.971432483960448,-0.4973952473759635,0.05220151756641892
180.0,40.0,0.05,10.0,100,0.0,0.04,-6.412352287311158,-11.784525893253674,0.10569258646823738,0.05424924861664963
180.0,40.0,0.05,20.0,100,0.0,0.06,-5.869948379270883,-11.370722760982115,0.5991251311606599,0.05716772512073763
180.0,40.0,0.1,0.0,100,0.39,0.88,7.181451229995006,-2.458018473879964,21.371319234459723,0.10011164663978745
180.0,40.0,0.1,10.0,100,0.37,0.87,6.814894233605892,-2.599152403481112,20.833899009938047,0.10474197788467428
180.0,40.0,0.1,20.0,100,0.39,0.88,7.131755341750276,-2.637507149435387,21.900144610208467,0.10947421842326872
180.0,40.0,0.2,0.0,100,1.0,1.0,83.97146909097289,54.52942684886909,118.54461632149318,0.19963624485552608
180.0,40.0,0.2,10.0,100,1.0,1.0,83.2469764096658,52.96042865221938,116.79647037952314,0.20489743101399324
180.0,40.0,0.2,20.0,100,1.0,1.0,84.12693259431189,53.74646438854556,117.73485351680854,0.21187934941876623
180.0,40.0,0.3,0.0,100,1.0,1.0,174.7624832184661,129.2667692312503,224.6281140768352,0.29956353772921435
180.0,40.0,0.3,10.0,100,1.0,1.0,174.4794980245834,128.0138230537477,222.2535447686358,0.3051100333460423
180.0,40.0,0.3,20.0,100,1.0,1.0,179.84830445461976,130.62299240865652,229.63121186953117,0.31151336951399077
